Fuel Type Code,City,State,Longitude,Latitude,Region
CNG,Montgomery,AL,-86.267021,32.367916,Southeast
CNG,Atlanta,GA,-84.367461,33.821911,Southeast
CNG,Atlanta,GA,-84.543822,33.760256,Southeast
CNG,Fort Smith,AR,-94.375338,35.362213,Southeast
CNG,East Boston,MA,-71.02654860574343,42.37470554648246,Northeast
CNG,Everett,MA,-71.064352,42.393167,Northeast
CNG,Brooklyn,NY,-73.932309,40.718037,Northeast
CNG,Brooklyn,NY,-73.918344,40.64554,Northeast
CNG,Bronx,NY,-73.8615724,40.8441883,Northeast
CNG,Rye,NY,-73.693048,40.979001,Northeast
CNG,Queens,NY,-73.843069,40.769623,Northeast
CNG,Indianapolis,IN,-86.161743,39.736169,Midwest
CNG,Cheyenne,WY,-104.830233,41.135848,West
CNG,Santa Fe,NM,-105.993406,35.65758,Southwest
CNG,Overland Park,KS,-94.715917,38.966292,Midwest
CNG,Boise,ID,-116.276042,43.599179,West
CNG,Pocatello,ID,-112.468069,42.949867,West
CNG,Idaho Falls,ID,-112.007445,43.509729,West
CNG,Nampa,ID,-116.618458,43.615117,West
CNG,Boise,ID,-116.241498,43.559171,West
CNG,Topeka,KS,-95.667854,39.058754,Midwest
CNG,Brentwood,NY,-73.219818,40.785664,Northeast
CNG,Irving,TX,-96.988716,32.817883,Southwest
CNG,Dallas,TX,-96.807086,32.76662,Southwest
CNG,Garland,TX,-96.68401,32.89683,Southwest
CNG,West Jordan,UT,-111.993532,40.599413,West
CNG,Salt Lake City,UT,-111.922291,40.764976,West
CNG,Logan,UT,-111.861488,41.734633,West
CNG,Price,UT,-110.813433,39.586805,West
CNG,Richfield,UT,-112.084147,38.786621,West
CNG,Mobile,AL,-88.108861,30.689832,Southeast
CNG,Minneapolis,MN,-93.285766,44.891455,Midwest
CNG,Omaha,NE,-96.011954,41.235148,Midwest
CNG,Castle Rock,CO,-104.872002,39.407087,West
CNG,Denver,CO,-104.6805,39.83765604691739,West
CNG,Menands,NY,-73.739345,42.667569,Northeast
CNG,Portland,OR,-122.537882,45.562809,West
CNG,Portland,OR,-122.567129,45.46966,West
CNG,Salem,OR,-123.029369,44.971345,West
CNG,Salem,OR,-123.003936,44.9224565,West
CNG,Oklahoma City,OK,-97.551807,35.473122,Southwest
CNG,Oklahoma City,OK,-97.585311,35.455709,Southwest
CNG,Oklahoma City,OK,-97.51313,35.520864,Southwest
CNG,Oklahoma City,OK,-97.503367,35.406042,Southwest
CNG,Ardmore,OK,-97.107574,34.185103,Southwest
CNG,Enid,OK,-97.942055,36.393246,Southwest
CNG,Sand Springs,OK,-96.13021,36.084708,Southwest
CNG,Stroud,OK,-96.689896,35.751753,Southwest
CNG,Tulsa,OK,-95.911286,36.13876,Southwest
CNG,Tulsa,OK,-95.890286,36.180333,Southwest
CNG,Tulsa,OK,-96.003683,36.110572,Southwest
CNG,Muskogee,OK,-95.396141,35.740689,Southwest
CNG,Ponca City,OK,-97.093765,36.730008,Southwest
CNG,Shawnee,OK,-96.930096,35.346744,Southwest
CNG,Plymouth Meeting,PA,-75.252389,40.080572,Northeast
CNG,Grass Valley,CA,-121.062126,39.20062,West
CNG,Santa Cruz,CA,-121.999295,36.969267,West
CNG,Bakersfield,CA,-119.039048,35.317617,West
CNG,Fresno,CA,-119.761165,36.72136,West
CNG,Salinas,CA,-121.641106,36.67217,West
CNG,San Carlos,CA,-122.2624653462799,37.51689164917228,West
CNG,San Francisco,CA,-122.41383,37.761127,West
CNG,Concord,CA,-122.028697,37.956072,West
CNG,Hayward,CA,-122.117821,37.642339,West
CNG,Richmond,CA,-122.344036,37.916909,West
CNG,San Rafael,CA,-122.499682,37.951236,West
CNG,Cupertino,CA,-122.021398,37.335646,West
CNG,San Jose,CA,-121.907088,37.335663,West
CNG,Stockton,CA,-121.283787,37.990624,West
CNG,Santa Rosa,CA,-122.766929,38.428592,West
CNG,Auburn,CA,-121.074465,38.888863,West
CNG,Davis,CA,-121.731878,38.545155,West
CNG,Sacramento,CA,-121.470192,38.568857,West
CNG,Sacramento,CA,-121.3904188113575,38.52681700136836,West
CNG,Milton,FL,-87.041286,30.633284,Southeast
CNG,Orlando,FL,-81.38651,28.545239,Southeast
CNG,North Miami Beach,FL,-80.15665,25.920799,Southeast
CNG,Greenville,SC,-82.310005,34.829494,Southeast
CNG,Chula Vista,CA,-117.057953,32.631042,West
CNG,Chula Vista,CA,-117.054443,32.59578,West
CNG,Carlsbad,CA,-117.3323436878052,33.13411446156775,West
CNG,Oceanside,CA,-117.35249,33.21251,West
CNG,Poway,CA,-117.034924,32.978339,West
CNG,San Diego,CA,-117.166362,32.876295,West
CNG,San Diego,CA,-117.157551,32.824786,West
CNG,Moreno Valley,CA,-117.234706,33.862772,West
CNG,Los Angeles,CA,-118.220154,34.056631,West
CNG,Santa Monica,CA,-118.465876,34.030601,West
CNG,Whittier,CA,-118.031019,34.025657,West
CNG,Pico Rivera,CA,-118.109093,33.968221,West
CNG,Los Angeles,CA,-118.293979,33.758315,West
CNG,Sun Valley,CA,-118.391859,34.256511,West
CNG,Los Angeles,CA,-118.496403,34.209219,West
CNG,Covina,CA,-117.87986,34.091688,West
CNG,Chatsworth,CA,-118.597759390213,34.2370197786977,West
CNG,Garden Grove,CA,-118.007908,33.778966,West
CNG,Irvine,CA,-117.764558,33.676026,West
CNG,Oxnard,CA,-119.161215,34.191405,West
CNG,Fort Smith,AR,-94.375338,35.362213,Southeast
CNG,Phoenix,AZ,-112.105877,33.41957,Southwest
CNG,Scottsdale,AZ,-111.882019,33.569437,Southwest
CNG,Tucson,AZ,-110.9574,32.175788,Southwest
CNG,North Las Vegas,NV,-115.125553,36.220567,West
CNG,Norfolk,VA,-76.217318,36.864044,Southeast
CNG,Newport News,VA,-76.463112,37.083023,Southeast
CNG,Pullman,WA,-117.105,46.72815,West
CNG,Spokane,WA,-117.389731,47.671791,West
CNG,Clarkston,WA,-117.060257,46.421726,West
CNG,Memphis,TN,-89.972823,35.166531,Southeast
CNG,Gardena,CA,-118.281006,33.859921,West
CNG,Los Angeles,CA,-118.377866,33.941383,West
CNG,Garden City,NY,-73.6075,40.72954,Northeast
CNG,Derwood,MD,-77.16913057937623,39.12915713274186,Southeast
CNG,Okmulgee,OK,-95.962047,35.602719,Southwest
CNG,Atlanta,GA,-84.441488,33.789934,Southeast
CNG,Chico,CA,-121.812671,39.710548,West
CNG,Vacaville,CA,-121.977342,38.3509,West
CNG,Davis,CA,-121.7597961521149,38.53261231120132,West
CNG,Indio,CA,-116.211564,33.714919,West
CNG,Downey,CA,-118.119479,33.932994,West
CNG,Anaheim,CA,-117.889388,33.801121,West
CNG,San Bernardino,CA,-117.325532,34.108647,West
CNG,Compton,CA,-118.207088,33.899899,West
CNG,Ontario,CA,-117.634077,34.047068,West
CNG,Palm Springs,CA,-116.508135,33.823151,West
CNG,Perris,CA,-117.185047,33.760846,West
CNG,Twentynine Palms,CA,-116.045,34.2019,West
E85,Lincoln,NE,-96.699689,40.811394,Midwest
E85,Watertown,SD,-97.130798,44.904113,Midwest
E85,Madison,SD,-97.146785,44.00769,Midwest
E85,Council Bluffs,IA,-95.853279,41.227917,Midwest
E85,West Burlington,IA,-91.208355,40.825493,Midwest
E85,Jefferson City,MO,-92.255887,38.588189,Midwest
E85,Rapid City,SD,-103.14969,44.103769,Midwest
ELEC,Sun Valley,CA,-118.3879713743439,34.2483191527193,West
ELEC,Los Angeles,CA,-118.271387,34.040539,West
ELEC,Los Angeles,CA,-118.248589,34.059133,West
ELEC,Long Beach,CA,-118.096665,33.759802,West
ELEC,Wilmington,CA,-118.265628,33.770508,West
ELEC,Sylmar,CA,-118.480505,34.30309,West
ELEC,Los Angeles,CA,-118.227605,34.066801,West
ELEC,Los Angeles,CA,-118.368841,34.036777,West
ELEC,El Monte,CA,-118.064,34.06872,West
ELEC,Los Angeles,CA,-118.236065,34.039736,West
LNG,Phoenix,AZ,-112.106234,33.42027,Southwest
LNG,Los Angeles,CA,-118.420055,33.941974,West
E85,Mankato,MN,-94.012676,44.18791,Midwest
ELEC,La Jolla,CA,-117.243,32.89947,West
ELEC,Sepulveda,CA,-118.468371,34.221665,West
ELEC,Riverside,CA,-117.459053,33.909914,West
ELEC,Pasadena,CA,-118.147111,34.14762,West
ELEC,Pasadena,CA,-118.152655,34.145138,West
ELEC,Pasadena,CA,-118.150133,34.145119,West
ELEC,South Pasadena,CA,-118.149597,34.118433,West
CNG,Phoenix,AZ,-112.145787,33.49857,Southwest
CNG,Hanford,CA,-119.654857,36.301205,West
CNG,Ontario,CA,-117.584572,34.042311,West
CNG,Tulare,CA,-119.338155,36.169487,West
CNG,Denver,CO,-104.7096952,39.843538,West
CNG,Hillsboro,OR,-122.887453,45.538064,West
E85,Rochester,MN,-92.503307,44.066369,Midwest
CNG,Broken Arrow,OK,-95.786303,36.023112,Southwest
E85,Minneapolis,MN,-93.251026,44.974073,Midwest
CNG,Norwich,CT,-72.064419,41.527246,Northeast
ELEC,Long Beach,CA,-118.192,33.7637,West
ELEC,Los Angeles,CA,-118.403342,33.94325,West
ELEC,Northridge,CA,-118.554686,34.2387162,West
ELEC,Ontario,CA,-117.575,34.07122,West
ELEC,Oxnard,CA,-119.170865,34.228315,West
ELEC,Palm Springs,CA,-116.543589,33.824004,West
ELEC,Riverside,CA,-117.38,34.0189,West
ELEC,Sacramento,CA,-121.58889,38.69005,West
ELEC,Santa Monica,CA,-118.44704,34.017081,West
ELEC,Santa Monica,CA,-118.49583,34.010021,West
ELEC,Sherman Oaks,CA,-118.4389655,34.1564065,West
ELEC,Universal City,CA,-118.35904,34.138717,West
ELEC,Van Nuys,CA,-118.448346,34.211366,West
ELEC,Downey,CA,-118.153806,33.94756,West
ELEC,San Francisco,CA,-122.4152,37.80619,West
ELEC,Sacramento,CA,-121.427045,38.599693,West
CNG,Dallas,TX,-96.893853,32.723948,Southwest
CNG,Norman,OK,-97.458827,35.225601,Southwest
CNG,Pauls Valley,OK,-97.242035,34.707522,Southwest
CNG,Davenport,OK,-96.7681766,35.7140876,Southwest
CNG,Sapulpa,OK,-96.127984,35.993424,Southwest
CNG,Durant,OK,-96.381442,33.992864,Southwest
CNG,Ardmore,PA,-75.280726,40.008558,Northeast
CNG,Phoenix,AZ,-112.106234,33.42027,Southwest
CNG,Victorville,CA,-117.332343,34.508713,West
CNG,Auburn,CA,-121.103591,38.935741,West
CNG,Bakersfield,CA,-119.025602,35.391836,West
CNG,Martinez,CA,-122.072536,38.001646,West
CNG,Roseville,CA,-121.316844,38.729924,West
CNG,Sacramento,CA,-121.39277,38.481677,West
CNG,Fountain Valley,CA,-117.939438,33.691565,West
CNG,El Monte,CA,-118.030858,34.074496,West
CNG,Whittier,CA,-118.045014,33.954901,West
CNG,Santa Barbara,CA,-119.684178,34.421443,West
CNG,Reedley,CA,-119.4258,36.590599,West
CNG,Delano,CA,-119.240762,35.75191,West
CNG,Simi Valley,CA,-118.810731,34.285896,West
CNG,San Diego,CA,-117.149884,32.705788,West
E85,Jefferson City,MO,-92.149117,38.549973,Midwest
E85,Bismarck,ND,-100.774849,46.823993,Midwest
LPG,Elkhorn,WI,-88.522923,42.660919,Midwest
LPG,Amarillo,TX,-101.885391,35.267353,Southwest
LPG,Caribou,ME,-68.009825,46.842162,Northeast
LPG,South Norwalk,CT,-73.429554,41.082789,Northeast
LPG,West Orange,NJ,-74.232109,40.782618,Northeast
LPG,Lodi,NJ,-74.070034,40.875277,Northeast
LPG,Monticello,NY,-74.672938,41.651953,Northeast
LPG,Buffalo,NY,-78.85922572883605,42.8601082048398,Northeast
LPG,Williamstown,PA,-76.647804,40.572305,Northeast
LPG,Federalsburg,MD,-75.7876069656067,38.71499248848763,Southeast
LPG,North Chesterfield,VA,-77.501414,37.419674,Southeast
LPG,Winston-Salem,NC,-80.2401848,36.0781916,Southeast
LPG,Greensboro,NC,-79.77377,36.040371,Southeast
LPG,Clinton,NC,-78.35319889682006,34.99191447235952,Southeast
LPG,Cartersville,GA,-84.855059,34.231469,Southeast
LPG,Sharpsburg,GA,-84.696877,33.330208,Southeast
LPG,Atlanta,GA,-84.416951,33.795583,Southeast
LPG,Oakwood,GA,-83.89017841468046,34.25143680939097,Southeast
LPG,High Springs,FL,-82.60430327116394,29.81560949495183,Southeast
LPG,Jacksonville,FL,-81.576634,30.314705,Southeast
LPG,Orlando,FL,-81.232029,28.568905,Southeast
LPG,Eufaula,AL,-85.15031842460633,31.91202187551444,Southeast
LPG,Anniston,AL,-85.82846608465697,33.64207941993194,Southeast
LPG,Piedmont,AL,-85.620314,33.921589,Southeast
LPG,Roanoke,AL,-85.362562,33.136025,Southeast
LPG,Wedowee,AL,-85.47636822090146,33.3315279279969,Southeast
LPG,Opelika,AL,-85.371078,32.613832,Southeast
LPG,Starkville,MS,-88.84445,33.44524,Southeast
LPG,Taylorsville,MS,-89.428718,31.730092,Southeast
LPG,Newton,MS,-89.153519,32.332444,Southeast
LPG,Quitman,MS,-88.728494,32.044212,Southeast
LPG,Waynesboro,MS,-88.62882023677065,31.66465233611498,Southeast
LPG,Gulfport,MS,-89.092705,30.387011,Southeast
LPG,Tylertown,MS,-90.105773,31.125255,Southeast
LPG,Bowling Green,KY,-86.47675713757324,36.96700673178476,Southeast
LPG,Swanton,OH,-83.793113,41.599915,Midwest
LPG,Akron,OH,-81.527391,41.021243,Midwest
LPG,Sidney,OH,-84.1853395,40.28805210000001,Midwest
LPG,Dayton,OH,-84.119562,39.801785,Midwest
LPG,Elkhart,IN,-85.999989,41.703187,Midwest
LPG,Kawkawlin,MI,-83.9491356,43.6636158,Midwest
LPG,Mt. Pleasant,MI,-84.786743,43.612859,Midwest
LPG,Vestaburg,MI,-84.914344,43.40755,Midwest
LPG,Decatur,MI,-86.10764249073793,42.08426579137223,Midwest
LPG,Cedar Springs,MI,-85.552336,43.209511,Midwest
LPG,Sheldon,IA,-95.854432,43.184578,Midwest
LPG,Red Oak,IA,-95.233166,41.016931,Midwest
LPG,McFarland,WI,-89.300987,43.037844,Midwest
LPG,Adams,WI,-89.818179,43.951709,Midwest
LPG,Beaver Dam,WI,-88.80594289999884,43.45333162313355,Midwest
LPG,Roberts,WI,-92.546966,44.991768,Midwest
LPG,Osceola,WI,-92.6848171983948,45.32144921347732,Midwest
LPG,Marshfield,WI,-90.184604,44.655065,Midwest
LPG,Rhinelander,WI,-89.416625,45.633577,Midwest
LPG,Ashland,WI,-90.906851,46.578846,Midwest
LPG,Rice Lake,WI,-91.740166,45.511284,Midwest
LPG,Minneapolis,MN,-93.283182,45.026438,Midwest
LPG,Morris,MN,-95.917661,45.590137,Midwest
LPG,Milbank,SD,-96.64383,45.21913,Midwest
LPG,Chamberlain,SD,-99.33840507299672,43.79740424396753,Midwest
LPG,Huron,SD,-98.22608,44.36473,Midwest
LPG,Eagle Butte,SD,-101.245195,45.007628,Midwest
LPG,Valley City,ND,-98.015913,46.923661,Midwest
LPG,Cavalier,ND,-97.6430196460259,48.79187310763945,Midwest
LPG,Laurel,MT,-108.761506,45.672305,West
LPG,Deer Lodge,MT,-112.735401,46.397091,West
LPG,Shelby,MT,-111.864547,48.509598,West
LPG,Malta,MT,-107.878595,48.363671,West
LPG,Roberts,IL,-88.1762632023773,40.61440510357647,Midwest
LPG,Aledo,IL,-90.74496,41.200666,Midwest
LPG,Breese,IL,-89.534246,38.610698,Midwest
LPG,Mt. Vernon,IL,-88.971133,38.315898,Midwest
LPG,Carbondale,IL,-89.215318,37.738458,Midwest
LPG,Dearborn,MO,-94.774737,39.524082,Midwest
LPG,St. Joseph,MO,-94.878437,39.7070711,Midwest
LPG,Chillicothe,MO,-93.543136,39.793464,Midwest
LPG,Cuba,MO,-91.410484,38.07116,Midwest
LPG,Belleville,KS,-97.630972,39.837643,Midwest
LPG,Arkansas City,KS,-97.029938,37.055362,Midwest
LPG,Newton,KS,-97.34512833544312,38.0867512564151,Midwest
LPG,Salina,KS,-97.612219,38.849542,Midwest
LPG,Hutchinson,KS,-97.911312,38.053947,Midwest
LPG,Liberal,KS,-100.919019,37.019411,Midwest
LPG,Ashland,NE,-96.3589001,41.0376048,Midwest
LPG,Lexington,NE,-99.732302,40.774991,Midwest
LPG,Hastings,NE,-98.360124,40.582081,Midwest
LPG,Benkelman,NE,-101.5335446282485,40.05967708751021,Midwest
LPG,Winnsboro,LA,-91.713832,32.155722,Southeast
LPG,Searcy,AR,-91.690837,35.240358,Southeast
LPG,Pocahontas,AR,-90.949528,36.280519,Southeast
LPG,Oklahoma City,OK,-97.441963,35.376575,Southwest
LPG,Canute,OK,-99.288447,35.421938,Southwest
LPG,Stillwater,OK,-97.051949,36.084812,Southwest
LPG,Muskogee,OK,-95.40199027249146,35.78670680812011,Southwest
LPG,Dallas,TX,-96.73629,32.684726,Southwest
LPG,Paris,TX,-95.54979990870665,33.72109484294474,Southwest
LPG,Atlanta,TX,-94.226198,33.095005,Southwest
LPG,Bullard,TX,-95.345249,32.182469,Southwest
LPG,Palestine,TX,-95.719888,31.702799,Southwest
LPG,Springtown,TX,-97.677806,32.961542,Southwest
LPG,Burleson,TX,-97.3177,32.570292,Southwest
LPG,Bowie,TX,-97.81640408332828,33.57919392270078,Southwest
LPG,Gainesville,TX,-97.16037,33.642159,Southwest
LPG,Rockdale,TX,-96.98020609867253,30.66941419231348,Southwest
LPG,Hillsboro,TX,-97.13034854232788,32.0163708117604,Southwest
LPG,Waco,TX,-97.119669,31.535157,Southwest
LPG,Coleman,TX,-99.4066120674591,31.85732347958391,Southwest
LPG,Mason,TX,-99.2195941,30.7398924,Southwest
LPG,San Angelo,TX,-100.570259,31.568255,Southwest
LPG,Damon,TX,-95.734392,29.290569,Southwest
LPG,Madisonville,TX,-95.95660679496768,30.92874260460273,Southwest
LPG,Sinton,TX,-97.544281,27.995178,Southwest
LPG,Fredericksburg,TX,-98.890452,30.25599,Southwest
LPG,Uvalde,TX,-99.758699,29.226503,Southwest
LPG,Fritch,TX,-101.579864,35.675527,Southwest
LPG,Muleshoe,TX,-102.721077,34.232828,Southwest
LPG,Slaton,TX,-101.650477,33.449133,Southwest
LPG,Anson,TX,-99.89629,32.774736,Southwest
LPG,El Paso,TX,-106.308406,31.722301,Southwest
LPG,Denver,CO,-104.9960954563446,39.81266058734703,West
LPG,Pine,CO,-105.400158,39.462523,West
LPG,Divide,CO,-105.157543,38.951592,West
LPG,Colorado Springs,CO,-104.76244,38.836518,West
LPG,Fowler,CO,-104.0226081349182,38.13086056711894,West
LPG,Lamar,CO,-102.619371,38.095652,West
LPG,Gunnison,CO,-106.924165,38.565785,West
LPG,Newcastle,WY,-104.268992,43.846907,West
LPG,Gillette,WY,-105.475974,44.296893,West
LPG,Rock Springs,WY,-109.235771,41.618008,West
LPG,Driggs,ID,-111.111656,43.684571,West
LPG,Salmon,ID,-113.893493,45.175768,West
LPG,Lewiston,ID,-116.964332,46.436217,West
LPG,Caldwell,ID,-116.78119,43.668526,West
LPG,Richfield,UT,-112.086348,38.75449,West
LPG,Tijeras,NM,-106.272415,35.094774,Southwest
LPG,Santa Fe,NM,-106.018234,35.638489,Southwest
LPG,Deming,NM,-107.761668,32.281686,Southwest
LPG,Lovington,NM,-103.344952,32.965796,Southwest
LPG,Alamogordo,NM,-105.96894,32.946921,Southwest
LPG,Lake Forest,CA,-117.7076,33.615471,West
LPG,Garden Grove,CA,-118.001197,33.778977,West
LPG,Visalia,CA,-119.2785736243286,36.33042928891792,West
LPG,Patterson,CA,-121.131276,37.475136,West
LPG,Concord,CA,-122.048376,38.00326,West
LPG,Willits,CA,-123.348474,39.392957,West
LPG,Petaluma,CA,-122.629384,38.236513,West
LPG,Willows,CA,-122.194928,39.514701,West
LPG,Burlington,WA,-122.335019,48.461001,West
LPG,Oak Harbor,WA,-122.657044,48.291006,West
LPG,Twisp,WA,-120.117777,48.360131,West
LPG,Yakima,WA,-120.509003,46.592964,West
LPG,Yakima,WA,-120.458565,46.579372,West
LPG,Grandview,WA,-119.881263,46.252991,West
LPG,East Freetown,MA,-70.9465365,41.7571537,Northeast
LPG,Sanford,NC,-79.147062,35.461332,Southeast
LPG,Easley,SC,-82.51188388360595,34.80149148296961,Southeast
LPG,Bowdon,GA,-85.225441,33.560932,Southeast
LPG,LaGrange,GA,-85.098307,33.01729,Southeast
LPG,Pensacola,FL,-87.295092,30.460683,Southeast
LPG,Mobile,AL,-88.22662,30.697377,Southeast
LPG,Elizabethton,TN,-82.2143018,36.3486529,Southeast
LPG,Crystal Springs,MS,-90.342199,32.005806,Southeast
LPG,Joplin,MO,-94.512863,37.093069,Midwest
LPG,Kansas City,KS,-94.640583,39.050218,Midwest
LPG,North Little Rock,AR,-92.289345,34.763224,Southeast
LPG,Grand Prairie,TX,-97.053607,32.77585,Southwest
LPG,San Antonio,TX,-98.464639,29.3522,Southwest
LPG,Del Rio,TX,-100.904233,29.410891,Southwest
LPG,Pampa,TX,-100.972708,35.526296,Southwest
LPG,Lakewood,CO,-105.060692,39.735897,West
LPG,Gardena,CA,-118.278709,33.875777,West
LPG,Placentia,CA,-117.875765,33.865219,West
LPG,Lancaster,CA,-118.140984,34.721923,West
LPG,Oakhurst,CA,-119.641645,37.350869,West
LPG,Fresno,CA,-119.783754,36.696968,West
LPG,San Jose,CA,-121.844374,37.286649,West
LPG,Marysville,WA,-122.186364,48.111625,West
LPG,Blue Ridge,GA,-84.309163,34.876234,Southeast
LPG,Batesburg,SC,-81.5314408,33.914126,Southeast
LPG,Jupiter,FL,-80.09421653372955,26.93799599442993,Southeast
LPG,Imlay City,MI,-83.111736,43.050163,Midwest
LPG,Iowa City,IA,-91.57215078175352,41.62969181192845,Midwest
LPG,Askov,MN,-92.7807638981476,46.18898886311913,Midwest
LPG,Belle Plaine,MN,-93.753637,44.623582,Midwest
LPG,Wilton,ND,-100.79075,47.154867,Midwest
LPG,Machesney Park,IL,-89.032441,42.371222,Midwest
LPG,Colby,KS,-101.055265,39.347914,Midwest
LPG,Oklahoma City,OK,-97.5147226,35.5468031,Southwest
LPG,Houston,TX,-95.52508,29.85035,Southwest
LPG,Las Vegas,NM,-105.218364,35.582444,Southwest
LPG,Springerville,AZ,-109.2807488637543,34.13307941990087,Southwest
LPG,Quemado,NM,-108.5081267314911,34.34325820822937,Southwest
LPG,Ruidoso Downs,NM,-105.6196533,33.3264625,Southwest
LPG,Weaverville,CA,-122.928227,40.71896,West
LPG,Ferndale,WA,-122.574109,48.845847,West
LPG,Kettle Falls,WA,-118.031363,48.608837,West
LPG,Spokane,WA,-117.347683,47.661336,West
LPG,Sayner,WI,-89.529054,45.984409,Midwest
LPG,Dillon,MT,-112.62784,45.228358,West
LPG,Elko,NV,-115.752194,40.835661,West
LPG,Rapid City,SD,-103.183857,44.077086,Midwest
LPG,Oconto,WI,-87.88160905158998,44.89698059887583,Midwest
LPG,Carlinville,IL,-89.888411,39.279495,Midwest
LPG,Luray,KS,-98.693971,39.118833,Midwest
LPG,Tustin,CA,-117.833643,33.726848,West
LPG,Tremonton,UT,-112.187957,41.711475,West
LPG,McMinnville,OR,-123.184738,45.225424,West
LPG,Erie,KS,-95.270816,37.522545,Midwest
LPG,Lebanon,KS,-98.56008,39.812503,Midwest
LPG,Osborne,KS,-98.695114,39.449274,Midwest
LPG,Gulliver,MI,-86.0175803,45.9914557,Midwest
LPG,Lake Leelanau,MI,-85.71974566137693,44.98232335448396,Midwest
LPG,Marlette,MI,-83.08423,43.341221,Midwest
LPG,Newberry,MI,-85.46931441307606,46.30391259068997,Midwest
LPG,Middletown,RI,-71.305281,41.517681,Northeast
LPG,West Wareham,MA,-70.7709222,41.8029293,Northeast
LPG,Boise City,OK,-102.482411,36.725918,Southwest
LPG,Moriarty,NM,-106.09510646768756,35.02250227221197,Southwest
LPG,Grants,NM,-107.872896,35.144611,Southwest
LPG,Moriarty,NM,-106.084812,35.018839,Southwest
LPG,Gallup,NM,-108.7575023297556,35.57515776971773,Southwest
LPG,Caballo,NM,-107.3122785092621,32.95296195606615,Southwest
LPG,Las Cruces,NM,-106.814255,32.300976,Southwest
LPG,Chaparral,NM,-106.409135,32.033972,Southwest
LPG,Clovis,NM,-103.257604,34.405169,Southwest
LPG,Carlsbad,NM,-104.221634,32.387567,Southwest
LPG,Alamogordo,NM,-105.975998,32.960426,Southwest
LPG,Payson,AZ,-111.3546201693115,34.09329711000562,Southwest
LPG,Traverse City,MI,-85.60599435316468,44.73801627672557,Midwest
LPG,Benzonia,MI,-86.10021258993527,44.59478339901589,Midwest
LPG,Branson,MO,-93.2215546772461,36.69915905170416,Midwest
LPG,Hannibal,MO,-91.397578,39.684059,Midwest
LPG,Joplin,MO,-94.486526,37.084163,Midwest
LPG,Valley Park,MO,-90.488857,38.553231,Midwest
LPG,El Paso,TX,-106.402658,31.909546,Southwest
LPG,Salinas,CA,-121.6515856233482,36.69898308269769,West
LPG,Hanford,CA,-119.627095,36.323778,West
LPG,Post Falls,ID,-116.913877,47.710993,West
LPG,Benzonia,MI,-86.100559,44.589747,Midwest
LPG,Marysville,WA,-122.172864,48.11959,West
E85,Columbia Heights,MN,-93.246789,45.036651,Midwest
E85,Bloomington,MN,-93.287848,44.851239,Midwest
LPG,Ladson,SC,-80.087471,33.008394,Southeast
LPG,Trenton,SC,-81.895527,33.655139,Southeast
LPG,Huntsville,AL,-86.571778,34.773256,Southeast
LPG,Belzoni,MS,-90.49115910185242,33.17851828015304,Southeast
LPG,Des Moines,IA,-93.599077,41.641484,Midwest
LPG,Pierre,SD,-100.36133,44.37086,Midwest
LPG,Fessenden,ND,-99.6342842,47.64444889999999,Midwest
LPG,Fairfield,MT,-111.9834886970978,47.61482608107663,West
LPG,Eldon,MO,-92.55726783201598,38.34993168492748,Midwest
LPG,Archer City,TX,-98.62551,33.594606,Southwest
LPG,Limon,CO,-103.691055,39.262677,West
LPG,Tooele,UT,-112.296188,40.55255,West
LPG,Central Point,OR,-122.855072,42.404792,West
LPG,Lynden,WA,-122.451035,48.948679,West
LPG,Albertville,AL,-86.204247,34.266682,Southeast
LPG,Laurel,MS,-89.138309,31.686789,Southeast
LPG,Russellville,AR,-93.137943,35.245108,Southeast
LPG,Columbus,OH,-82.93631,40.05948,Midwest
LPG,Omak,WA,-119.510665,48.416026,West
LPG,Cleveland,TN,-84.8812457672119,35.13176278041649,Southeast
LPG,Coffeyville,KS,-95.598724,37.040049,Midwest
LPG,Frankfort,KS,-96.416974,39.718307,Midwest
LPG,Lawrence,KS,-95.234062,39.008232,Midwest
LPG,Mankato,KS,-98.21112,39.784439,Midwest
LPG,Sublette,KS,-100.852907,37.480644,Midwest
LPG,Grand Rapids,MI,-85.664506,42.832995,Midwest
LPG,Ludington,MI,-86.412936,43.953371,Midwest
LPG,Questa,NM,-105.5958522478504,36.73786274012627,Southwest
LPG,Ranchos de Taos,NM,-105.5992921926178,36.36671572340703,Southwest
LPG,Truth or Consequences,NM,-107.246225,33.132869,Southwest
LPG,Lovington,NM,-103.340593,32.967399,Southwest
LPG,Crocker,MO,-92.25886869577027,37.92224504960846,Midwest
LPG,Dexter,MO,-89.95010994602784,36.79851495530517,Midwest
LPG,Eldon,MO,-92.562059,38.34409,Midwest
LPG,Marthasville,MO,-91.065547,38.632992,Midwest
LPG,St. Robert,MO,-92.140219,37.825324,Midwest
LPG,Hayward,CA,-122.054223,37.636804,West
LPG,Madera,CA,-120.04964,36.950158,West
LPG,Wells,NV,-114.973815,41.105285,West
LPG,Spring Creek,NV,-115.629484,40.75121,West
LPG,Phoenix,AZ,-112.092479,33.44572,Southwest
LPG,Claremore,OK,-95.584167,36.353369,Southwest
CNG,Medford,OR,-122.85563,42.36317,West
CNG,Tewksbury,MA,-71.270846,42.629512,Northeast
